,Pořadí na kandidátce v 2002,"Příjmení, jméno",Tituly 2002,Věk 2002,Navrhující strana,Politická příslušnost,Hlasy abs. 2002,Hlasy v % 2002,Pořadí zvolení v 2002,Mandát v 2002,Pořadí na kandidátce v 2006,Tituly 2006,Věk 2006,Hlasy abs. 2006,Hlasy v % 2006,Pořadí zvolení v 2006,Mandát v 2006,Pořadí na kandidátce v 2010,Tituly 2010,Věk 2010,Hlasy abs. 2010,Hlasy v % 2010,Pořadí zvolení v 2010,Mandát v 2010,Pořadí na kandidátce v 2014,Tituly 2014,Věk 2014,Hlasy abs. 2014,Hlasy v % 2014,Pořadí zvolení v 2014,Mandát v 2014,Pořadí na kandidátce v 2018,Tituly 2018,Věk 2018,Hlasy abs. 2018,Hlasy v % 2018,Pořadí zvolení v 2018,Mandát v 2018
698,,Braun Josef,,,Suveren.,BEZPP,,,,,,,,,,,,39.0,,41.0,973.0,2.06,-,-,,,,,,,,,,,,,,
699,,Braunová Monika,,,Suveren.,BEZPP,,,,,,,,,,,,16.0,,39.0,981.0,2.07,-,-,,,,,,,,,,,,,,
700,,Bretschneiderová Gabriela,,,Piráti,BEZPP,,,,,,,,,,,,17.0,,23.0,413.0,2.2,-,-,,,,,,,,,,,,,,
701,,Brouček Jan,,,US-DEU,US-DEU,,,,,,,,,,,,43.0,,62.0,1803.0,1.75,-,-,,,,,,,,,,,,,,
702,,Broukal Jan,,,DSSS,DSSS,,,,,,,,,,,,14.0,,30.0,258.0,5.97,-,-,,,,,,,,,,,,,,
703,,Brůhová Aneta,,,VV,BEZPP,,,,,,,,,,,,40.0,,20.0,1189.0,1.95,-,-,,,,,,,,,,,,,,
704,,Bruner Jiří,,,SPOZ,SPOZ,,,,,,,,,,,,20.0,Ing.,62.0,319.0,2.22,-,-,,,,,,,,,,,,,,
705,,Brychová Kamila,,,TOP 09,TOP 09,,,,,,,,,,,,35.0,Bc.,25.0,5731.0,2.03,28,-,,,,,,,,,,,,,,
706,,Březina Pavel,,,KSČM,KSČM,,,,,,,,,,,,42.0,Ing.,65.0,4594.0,2.07,37,-,26.0,Ing.,69.0,3301.0,2.15,21,-,34.0,Ing.,73.0,2598.0,2.09,31,-
707,,Budil Ivo,,,KDU-ČSL,BEZPP,,,,,,,,,,,,7.0,prof. RNDr. Ph.D. DSc.,45.0,2666.0,2.7,-,-,,,,,,,,,,,,,,
708,,Bystřický Ladislav,,,Piráti,BEZPP,,,,,,,,,,,,40.0,,45.0,356.0,1.9,-,-,,,,,,,,,,,,,,
709,,Čapková Vladimíra,,,PVP,BEZPP,,,,,,,,,,,,29.0,Ing.,32.0,2300.0,1.99,27,-,16.0,Ing.,36.0,1033.0,2.04,-,-,,,,,,,
710,,Čech Svatopluk,,,TOP 09,TOP 09,,,,,,,,,,,,31.0,,41.0,5787.0,2.05,24,-,40.0,,45.0,3250.0,1.94,35,-,17.0,,49.0,3208.0,2.13,13,-
711,,Čepeláková Laura,,,Občané,BEZPP,,,,,,,,,,,,28.0,Ing.,38.0,4444.0,2.14,22,-,,,,,,,,,,,,,,
712,,Černík Lukáš,,,VV,VV,,,,,,,,,,,,10.0,,22.0,1347.0,2.21,-,-,,,,,,,,,,,,,,
713,,Černý Jan,,,Suveren.,BEZPP,,,,,,,,,,,,33.0,,32.0,930.0,1.97,-,-,,,,,,,,,,,,,,
714,,Daněk Josef,,,TOP 09,BEZPP,,,,,,,,,,,,44.0,doc. Ing. Ph.D.,38.0,5382.0,1.91,37,-,,,,,,,,,,,,,,
715,,Denk Pavel,,,NK,BEZPP,,,,,,,,,,,,5.0,Ing.,43.0,2444.0,2.37,-,-,2.0,Ing.,47.0,2152.0,2.44,-,-,,,,,,,
716,,Dobrý Petr,,,SPOZ,BEZPP,,,,,,,,,,,,42.0,,37.0,284.0,1.98,-,-,,,,,,,,,,,,,,
717,,Dohnal Roman,,,PVP,KAN,,,,,,,,,,,,5.0,Ing.,51.0,2831.0,2.45,4,-,,,,,,,,,,,,,,
718,,Dolejš Marek,,,NK,BEZPP,,,,,,,,,,,,39.0,Ing.,40.0,1936.0,1.88,-,-,,,,,,,,,,,,,,
719,,Domanický Pavel,,,SOS,BEZPP,,,,,,,,,,,,18.0,Ing.,41.0,2296.0,2.23,-,-,,,,,,,,,,,,,,
720,,Dörflerová Věra,,,Suveren.,BEZPP,,,,,,,,,,,,15.0,,55.0,995.0,2.1,-,-,,,,,,,,,,,,,,
721,,Doubek Petr,,,VV,VV,,,,,,,,,,,,3.0,,46.0,1518.0,2.49,-,-,,,,,,,,,,,,,,
722,,Drábeček Karel,,,KČ,BEZPP,,,,,,,,,,,,38.0,,65.0,1894.0,1.84,-,-,,,,,,,,,,,,,,
723,,Drhovský Karel,,,KDU-ČSL,BEZPP,,,,,,,,,,,,16.0,Ing.,68.0,2134.0,2.16,-,-,,,,,,,,,,,,,,
724,,Drnek Jan,,,KČ,KČ,,,,,,,,,,,,6.0,,49.0,2240.0,2.17,-,-,,,,,,,,,,,,,,
725,,Dubnický Milan,,,Piráti,BEZPP,,,,,,,,,,,,41.0,,26.0,337.0,1.79,-,-,,,,,,,,,,,,,,
726,,Ducz Luděk,,,TOP 09,TOP 09,,,,,,,,,,,,30.0,Ing.,49.0,5851.0,2.08,23,-,,,,,,,,,,,,,,
727,,Duchková Stanislava,,,ODS,ODS,,,,,,,,,,,,41.0,prom. ped.,73.0,11585.0,2.04,27,-,18.0,prom.ped.,77.0,6811.0,2.1,8,-,,,,,,,
728,,Dunová Marcela,,,Suveren.,BEZPP,,,,,,,,,,,,43.0,,23.0,909.0,1.92,-,-,,,,,,,,,,,,,,
729,,Dušek Tomáš,,,SPOZ,SPOZ,,,,,,,,,,,,15.0,,34.0,303.0,2.11,-,-,,,,,,,,,,,,,,
730,,Dušek Vladislav,,,PB,BEZPP,,,,,,,,,,,,2.0,,39.0,370.0,25.13,-,-,,,,,,,,,,,,,,
731,,Dušková Petra,,,SPOZ,SPOZ,,,,,,,,,,,,8.0,Mgr.,35.0,419.0,2.92,-,-,,,,,,,,,,,,,,
732,,Dvořák Petr,,,Piráti,BEZPP,,,,,,,,,,,,16.0,,57.0,374.0,1.99,-,-,,,,,,,,,,,,,,
733,,Eisman Jaromír,,,TOP 09,TOP 09,,,,,,,,,,,,34.0,Ing.,55.0,5754.0,2.04,27,-,,,,,,,,,,,,,,
734,,Enzmannová Lucie,,,Piráti,BEZPP,,,,,,,,,,,,7.0,,29.0,476.0,2.54,-,-,,,,,,,,,,,,,,
735,,Ferencz Jozef,,,Suveren.,BEZPP,,,,,,,,,,,,32.0,,40.0,957.0,2.02,-,-,,,,,,,,,,,,,,
736,,Fikar Jiří,,,Občané,BEZPP,,,,,,,,,,,,41.0,Ing.,53.0,4199.0,2.03,34,-,,,,,,,,,,,,,,
737,,Filipi Dominik,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,21.0,Bc.,27.0,1951.0,1.97,-,-,,,,,,,,,,,,,,
738,,Filipovský Jan,,,Občané,BEZPP,,,,,,,,,,,,9.0,prof. MUDr. CSc.,52.0,5386.0,2.6,5,*,,,,,,,,,,,,,,
739,,Fiřt Jiří,,,TOP 09,TOP 09,,,,,,,,,,,,42.0,,40.0,5425.0,1.93,35,-,,,,,,,,,,,,,,
740,,Flaksová Vladislava,,,Občané,BEZPP,,,,,,,,,,,,39.0,Ing.,45.0,4265.0,2.06,32,-,,,,,,,,,,,,,,
741,,Fleisznerová Vlasta,,,KSČM,KSČM,,,,,,,,,,,,35.0,,64.0,4627.0,2.08,30,-,,,,,,,,,,,,,,
742,,Fojtíček Martin,,,TOP 09,BEZPP,,,,,,,,,,,,47.0,Mgr. et Mgr.,39.0,4986.0,1.77,40,-,47.0,Mgr. et Mgr.,43.0,2824.0,1.69,42,-,,,,,,,
743,,Gabler Werner,,,Piráti,BEZPP,,,,,,,,,,,,45.0,,66.0,300.0,1.6,-,-,,,,,,,,,,,,,,
744,,Gabriel Vladimír,,,SPOZ,SPOZ,,,,,,,,,,,,1.0,Ing. MBA,51.0,612.0,4.26,-,-,,,,,,,,,,,,,,
745,,Gibsonová Daniela,,,ČSSD,ČSSD,,,,,,,,,,,,43.0,,39.0,11188.0,2.05,29,-,,,,,,,,,,,,,,
746,,Habla Richard,,,VV,VV,,,,,,,,,,,,19.0,,41.0,1284.0,2.11,-,-,,,,,,,,,,,,,,
747,,Hájek Marcel,,,Občané,BEZPP,,,,,,,,,,,,4.0,MUDr. FICS.,45.0,5671.0,2.74,3,*,,,,,,,,,,,,,,
748,,Hajšmanová Daniela,,,KSČM,BEZPP,,,,,,,,,,,,19.0,,31.0,4728.0,2.13,14,-,,,,,,,,,,,,,,
749,,Hajžman Pavel,,,Suveren.,BEZPP,,,,,,,,,,,,42.0,,30.0,933.0,1.97,-,-,,,,,,,,,,,,,,
750,,Hajžmanová Miroslava,,,Suveren.,BEZPP,,,,,,,,,,,,13.0,,18.0,997.0,2.11,-,-,,,,,,,,,,,,,,
751,,Halamová Miloslava,,,VV,VV,,,,,,,,,,,,35.0,,63.0,1194.0,1.96,-,-,,,,,,,,,,,,,,
752,,Hanzíková Eva,,,KDU-ČSL,BEZPP,,,,,,,,,,,,46.0,Ing.,42.0,1623.0,1.64,-,-,,,,,,,,,,,,,,
753,,Harant Antonín,,,SPOZ,SPOZ,,,,,,,,,,,,24.0,,28.0,287.0,2.0,-,-,,,,,,,,,,,,,,
754,,Hartlová Jana,,,ČSSD,ČSSD,,,,,,,,,,,,26.0,,38.0,11562.0,2.12,12,-,,,,,,,,,,,,,,
755,,Hašek Ivan,,,ODS,ODS,,,,,,,,,,,,15.0,Ing. Mgr.,42.0,12018.0,2.12,1,-,,,,,,,,,,,,,,
756,,Hauer Václav,,,Suveren.,BEZPP,,,,,,,,,,,,44.0,,37.0,914.0,1.93,-,-,,,,,,,,,,,,,,
757,,Havel Jan,,,TOP 09,TOP 09,,,,,,,,,,,,24.0,Ing.,38.0,5951.0,2.11,18,-,11.0,,42.0,3641.0,2.18,6,-,28.0,,46.0,3086.0,2.05,24,-
758,,Havlic Michal,,,Piráti,BEZPP,,,,,,,,,,,,34.0,,21.0,370.0,1.97,-,-,,,,,,,,,,,,,,
759,,Havlic Tomáš,,,Piráti,BEZPP,,,,,,,,,,,,24.0,,26.0,392.0,2.09,-,-,,,,,,,,,,,,,,
760,,Havlík Václav,,,SPOZ,SPOZ,,,,,,,,,,,,2.0,JUDr.,69.0,490.0,3.41,-,-,,,,,,,,,,,,,,
761,,Havlíková Lucie,,,SPOZ,SPOZ,,,,,,,,,,,,17.0,,34.0,319.0,2.22,-,-,,,,,,,,,,,,,,
762,,Heider Tomáš,,,Piráti,BEZPP,,,,,,,,,,,,22.0,,25.0,375.0,2.0,-,-,,,,,,,,,,,,,,
763,,Heidlberger Jakub,,,DSSS,BEZPP,,,,,,,,,,,,6.0,,20.0,271.0,6.27,-,-,,,,,,,,,,,,,,
764,,Hejda Václav,,,PVP,BEZPP,,,,,,,,,,,,13.0,MUDr.,37.0,2581.0,2.24,13,-,18.0,MUDr.,41.0,1111.0,2.2,-,-,,,,,,,
765,,Hejk David,,,SPOZ,SPOZ,,,,,,,,,,,,11.0,,46.0,299.0,2.08,-,-,,,,,,,,,,,,,,
766,,Herajtová Soňa,,,Suveren.,BEZPP,,,,,,,,,,,,18.0,,36.0,999.0,2.11,-,-,,,,,,,,,,,,,,
767,,Herinková Eva,,,ČSSD,ČSSD,,,,,,,,,,,,1.0,,45.0,12338.0,2.26,1,*,2.0,Bc.,49.0,7098.0,2.34,2,*,5.0,Bc.,53.0,3467.0,2.45,2,*
768,,Hodinová Martina,,,VV,VV,,,,,,,,,,,,9.0,Ing.,31.0,1419.0,2.33,-,-,,,,,,,,,,,,,,
769,,Holec Radek,,,SPOZ,SPOZ,,,,,,,,,,,,10.0,,42.0,307.0,2.14,-,-,,,,,,,,,,,,,,
770,,Holotová Simona,,,SPOZ,BEZPP,,,,,,,,,,,,31.0,,36.0,303.0,2.11,-,-,,,,,,,,,,,,,,
771,,Holzknecht Václav,,,Piráti,BEZPP,,,,,,,,,,,,21.0,,55.0,371.0,1.98,-,-,,,,,,,,,,,,,,
772,,Hončarová Zdena,,,ODS,ODS,,,,,,,,,,,,31.0,,36.0,11984.0,2.11,17,-,,,,,,,,,,,,,,
773,,Horníková Helena,,,ČSSD,ČSSD,,,,,,,,,,,,34.0,,53.0,11483.0,2.11,20,-,,,,,,,,,,,,,,
774,,Hostička Jiří,,,Suveren.,BEZPP,,,,,,,,,,,,27.0,,38.0,960.0,2.03,-,-,,,,,,,,,,,,,,
775,,Houšková Veronika,,,Suveren.,BEZPP,,,,,,,,,,,,10.0,,30.0,1072.0,2.27,-,-,,,,,,,,,,,,,,
776,,Houšková Vladimíra,,,SPOZ,BEZPP,,,,,,,,,,,,32.0,,32.0,307.0,2.14,-,-,,,,,,,,,,,,,,
777,,Hozman Václav,,,VV,VV,,,,,,,,,,,,30.0,,34.0,1246.0,2.05,-,-,,,,,,,,,,,,,,
778,,Hrabětová Michaela,,,Suveren.,BEZPP,,,,,,,,,,,,36.0,,25.0,980.0,2.07,-,-,,,,,,,,,,,,,,
779,,Hranička Antonín,,,SPOZ,BEZPP,,,,,,,,,,,,36.0,,41.0,292.0,2.03,-,-,,,,,,,,,,,,,,
780,,Hroza Jiří,,,SPOZ,SPOZ,,,,,,,,,,,,16.0,PhDr.,74.0,293.0,2.04,-,-,,,,,,,,,,,,,,
781,,Hrubá Iva,,,SPOZ,BEZPP,,,,,,,,,,,,35.0,,53.0,288.0,2.0,-,-,,,,,,,,,,,,,,
782,,Hrubý Jiří,,,VV,BEZPP,,,,,,,,,,,,39.0,,46.0,1204.0,1.98,-,-,,,,,,,,,,,,,,
783,,Hrubý Karel,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,40.0,Ing.,62.0,1778.0,1.8,-,-,,,,,,,,,,,,,,
784,,Hůla Zdeněk,,,KSČM,KSČM,,,,,,,,,,,,38.0,,64.0,4614.0,2.08,33,-,,,,,,,,39.0,,72.0,2567.0,2.06,36,-
785,,Huspek Michal,,,Občané,BEZPP,,,,,,,,,,,,23.0,,38.0,4497.0,2.17,17,-,,,,,,,,,,,,,,
786,,Huspeková Alice,,,Občané,BEZPP,,,,,,,,,,,,42.0,Mgr.,38.0,4128.0,1.99,35,-,,,,,,,,,,,,,,
787,,Hýžová Eva,,,NK,BEZPP,,,,,,,,,,,,19.0,DiS.,32.0,2165.0,2.1,-,-,,,,,,,,,,,,,,
788,,Chmela Jaroslav,,,SOS,BEZPP,,,,,,,,,,,,35.0,,58.0,2158.0,2.09,-,-,,,,,,,,,,,,,,
789,,Chodora Josef,,,DSSS,BEZPP,,,,,,,,,,,,3.0,,45.0,339.0,7.84,-,-,9.0,,49.0,341.0,3.33,-,-,,,,,,,
790,,Chomát Martin,,,TOP 09,TOP 09,,,,,,,,,,,,37.0,MUDr.,39.0,5692.0,2.02,30,-,,,,,,,,26.0,MUDr.,47.0,3114.0,2.07,22,-
791,,Chvalová Šárka,,,Občané,BEZPP,,,,,,,,,,,,5.0,Mgr.,45.0,5268.0,2.54,1,-,,,,,,,,,,,,,,
792,,Izsmán Imrich,,,SPOZ,SPOZ,,,,,,,,,,,,22.0,,60.0,279.0,1.94,-,-,,,,,,,,,,,,,,
793,,Jägerová Eva,,,TOP 09,TOP 09,,,,,,,,,,,,13.0,Ing.,53.0,6068.0,2.15,7,-,,,,,,,,,,,,,,
794,,Janáčková Zuzana,,,VV,BEZPP,,,,,,,,,,,,34.0,Bc.,25.0,1245.0,2.04,-,-,,,,,,,,,,,,,,
795,,Jančík Stanislav,,,TOP 09,TOP 09,,,,,,,,,,,,33.0,,19.0,5746.0,2.04,26,-,17.0,,23.0,3552.0,2.13,12,-,25.0,,27.0,3125.0,2.08,21,-
796,,Janečka Karel,,,Suveren.,BEZPP,,,,,,,,,,,,4.0,Ing. Ph.D.,28.0,1156.0,2.44,-,-,,,,,,,,,,,,,,
797,,Janečková Marie,,,KSČM,KSČM,,,,,,,,,,,,46.0,,70.0,4442.0,2.0,41,-,,,,,,,,,,,,,,
798,,Janků Paulína,,,ODS,ODS,,,,,,,,,,,,46.0,,45.0,10894.0,1.92,32,-,,,,,,,,,,,,,,
799,,Janoušek Aleš,,,TOP 09,TOP 09,,,,,,,,,,,,5.0,Mgr.,34.0,6681.0,2.37,4,*,14.0,Mgr.,38.0,3870.0,2.32,9,-,19.0,Mgr.,42.0,3473.0,2.31,15,-
800,,Janouškovec Pavel,,,ODS,ODS,,,,,,,,,,,,30.0,,49.0,12039.0,2.12,16,-,,,,,,,,,,,,,,
801,,Jaroš Martin,,,SPOZ,BEZPP,,,,,,,,,,,,30.0,,23.0,302.0,2.1,-,-,,,,,,,,,,,,,,
802,,Javůrek Libor,,,ODS,ODS,,,,,,,,,,,,20.0,,65.0,12074.0,2.13,6,-,,,,,,,,39.0,,73.0,10005.0,2.05,26,-
803,,Jehličková Ilona,,,TOP 09,TOP 09,,,,,,,,,,,,3.0,Mgr.,47.0,6561.0,2.33,5,*,3.0,Mgr.,50.0,3953.0,2.37,3,*,5.0,Mgr.,54.0,3609.0,2.4,2,-
804,,Jehlíková Helena,,,VV,VV,,,,,,,,,,,,20.0,,54.0,1292.0,2.12,-,-,,,,,,,,,,,,,,
805,,Jelínek Jan,,,ALTER,BEZPP,,,,,,,,,,,,25.0,,62.0,2022.0,1.96,-,-,,,,,,,,,,,,,,
806,,Ježek Igor,,,ČSSD,ČSSD,,,,,,,,,,,,40.0,Mgr.,32.0,11375.0,2.09,26,-,,,,,,,,,,,,,,
807,,Ježík Vlastimil,,,KČ,KČ,,,,,,,,,,,,16.0,Mgr.,40.0,2142.0,2.08,-,-,,,,,,,,,,,,,,
808,,Jílek Petr,,,Suveren.,BEZPP,,,,,,,,,,,,35.0,,38.0,938.0,1.98,-,-,,,,,,,,,,,,,,
809,,Jílek Tomáš,,,TOP 09,TOP 09,,,,,,,,,,,,6.0,,39.0,6218.0,2.21,7,*,,,,,,,,,,,,,,
810,,Jilichová Nová Veronika,,,ODS,ODS,,,,,,,,,,,,45.0,MUDr. Ing.,34.0,11339.0,2.0,31,-,3.0,MUDr. Ing.,38.0,7426.0,2.29,4,*,9.0,MUDr. Ing.,41.0,10657.0,2.19,10,*
811,,Jindra Petr,,,NK,BEZPP,,,,,,,,,,,,7.0,Mgr.,44.0,2443.0,2.37,-,-,20.0,Mgr.,48.0,1893.0,2.14,-,-,,,,,,,
812,,Jonáš Jakub,,,SPOZ,SPOZ,,,,,,,,,,,,21.0,,21.0,314.0,2.19,-,-,,,,,,,,,,,,,,
813,,Junek Petr,,,TOP 09,TOP 09,,,,,,,,,,,,15.0,Bc.,31.0,6032.0,2.14,9,-,12.0,Bc.,35.0,3615.0,2.16,7,-,,,,,,,
814,,Kaftanová Simona,,,NK,BEZPP,,,,,,,,,,,,12.0,MUDr.,33.0,2272.0,2.2,-,-,,,,,,,,,,,,,,
815,,Kalná Monika,,,VV,VV,,,,,,,,,,,,13.0,,32.0,1332.0,2.19,-,-,,,,,,,,,,,,,,
816,,Kalvoda Petr,,,KDU-ČSL,BEZPP,,,,,,,,,,,,38.0,MUDr.,46.0,1933.0,1.95,-,-,,,,,,,,,,,,,,
817,,Kapusta Václav,,,KDU-ČSL,BEZPP,,,,,,,,,,,,43.0,,34.0,1775.0,1.79,-,-,,,,,,,,30.0,dipl. um.,42.0,2925.0,2.02,26,-
818,,Karel Jaroslav,,,ČSSD,ČSSD,,,,,,,,,,,,36.0,JUDr.,55.0,11427.0,2.1,22,-,,,,,,,,,,,,,,
819,,Karnoldová Anna,,,VV,BEZPP,,,,,,,,,,,,41.0,,65.0,1147.0,1.88,-,-,,,,,,,,,,,,,,
820,,Kastl Petr,,,VV,BEZPP,,,,,,,,,,,,47.0,,38.0,1096.0,1.8,-,-,,,,,,,,,,,,,,
821,,Kašpar Jaromír,,,Občané,BEZPP,,,,,,,,,,,,35.0,,63.0,4586.0,2.21,29,-,,,,,,,,,,,,,,
822,,Kašpar Ladislav,,,Piráti,BEZPP,,,,,,,,,,,,36.0,,25.0,360.0,1.92,-,-,,,,,,,,,,,,,,
823,,Kesl Miroslav,,,ČSSD,ČSSD,,,,,,,,,,,,29.0,,45.0,11514.0,2.11,15,-,,,,,,,,23.0,,53.0,3016.0,2.13,20,-
824,,Kindlová Jana,,,Občané,BEZPP,,,,,,,,,,,,44.0,Mgr.,60.0,3992.0,1.93,37,-,,,,,,,,,,,,,,
825,,Klimeš Martin,,,Piráti,BEZPP,,,,,,,,,,,,43.0,,28.0,330.0,1.76,-,-,,,,,,,,,,,,,,
826,,Kocián Pavel,,,Občané,BEZPP,,,,,,,,,,,,22.0,Mgr.,50.0,4623.0,2.23,16,-,,,,,,,,,,,,,,
827,,Kodeda Oldřich,,,KČ,BEZPP,,,,,,,,,,,,13.0,Ing. arch.,51.0,2403.0,2.33,-,-,,,,,,,,,,,,,,
828,,Kodedová Barbora,,,KČ,BEZPP,,,,,,,,,,,,42.0,,20.0,1915.0,1.86,-,-,,,,,,,,,,,,,,
829,,Kohout Petr,,,Občané,BEZPP,,,,,,,,,,,,6.0,,41.0,4801.0,2.32,4,-,,,,,,,,,,,,,,
830,,Kohout Roman,,,SPOZ,BEZPP,,,,,,,,,,,,34.0,,37.0,281.0,1.96,-,-,,,,,,,,,,,,,,
831,,Kokoška Dušan,,,ČSSD,ČSSD,,,,,,,,,,,,38.0,,36.0,11365.0,2.09,24,-,,,,,,,,,,,,,,
832,,Kolářík Martin,,,DSSS,DSSS,,,,,,,,,,,,2.0,,26.0,318.0,7.35,-,-,,,,,,,,,,,,,,
833,,Koller Miloš,,,VV,VV,,,,,,,,,,,,26.0,,55.0,1239.0,2.03,-,-,,,,,,,,,,,,,,
834,,Kollrossová Jana,,,Občané,BEZPP,,,,,,,,,,,,14.0,MUDr. Mgr.,39.0,4758.0,2.3,9,-,,,,,,,,,,,,,,
835,,Kolouch Pavel,,,BPS,BEZPP,,,,,,,,,,,,4.0,Ing.,39.0,178.0,19.62,-,-,,,,,,,,,,,,,,
836,,Komorousová Tereza,,,Suveren.,BEZPP,,,,,,,,,,,,37.0,,58.0,927.0,1.96,-,-,,,,,,,,,,,,,,
837,,Kondrys Josef,,,SPOZ,SPOZ,,,,,,,,,,,,12.0,,58.0,315.0,2.19,-,-,,,,,,,,,,,,,,
838,,Konrád Miloš,,,VV,VV,,,,,,,,,,,,25.0,,53.0,1250.0,2.05,-,-,,,,,,,,,,,,,,
839,,Kopal Vladimír,,,TOP 09,TOP 09,,,,,,,,,,,,20.0,,60.0,5945.0,2.11,14,-,,,,,,,,,,,,,,
840,,Korunka Jan,,,VV,VV,,,,,,,,,,,,8.0,Bc.,25.0,1354.0,2.22,-,-,,,,,,,,,,,,,,
841,,Kořínek Pavel,,,Suveren.,BEZPP,,,,,,,,,,,,6.0,,47.0,1124.0,2.38,-,-,,,,,,,,,,,,,,
842,,Kosnar Jiří,,,Piráti,BEZPP,,,,,,,,,,,,31.0,,26.0,368.0,1.96,-,-,,,,,,,,,,,,,,
843,,Košan Martin,,,SPOZ,SPOZ,,,,,,,,,,,,13.0,,34.0,316.0,2.2,-,-,,,,,,,,,,,,,,
844,,Košařová Jiřina,,,VV,VV,,,,,,,,,,,,24.0,,61.0,1230.0,2.02,-,-,,,,,,,,,,,,,,
845,,Košťálová Kateřina,,,Piráti,BEZPP,,,,,,,,,,,,18.0,,25.0,391.0,2.08,-,-,,,,,,,,,,,,,,
846,,Kotas Pavel,,,ČSSD,ČSSD,,,,,,,,,,,,39.0,Ing.,29.0,11326.0,2.08,25,-,5.0,Ing.,33.0,6666.0,2.19,5,*,2.0,Ing.,37.0,3411.0,2.41,3,*
847,,Kotek Josef,,,KSČM,KSČM,,,,,,,,,,,,39.0,,65.0,4617.0,2.08,34,-,,,,,,,,,,,,,,
848,,Kotora Tomáš,,,ODS,ODS,,,,,,,,,,,,36.0,Ing.,44.0,11962.0,2.11,22,-,,,,,,,,,,,,,,
849,,Koubková Helena,,,NK,BEZPP,,,,,,,,,,,,11.0,Mgr. Ph.D.,45.0,2226.0,2.16,-,-,,,,,,,,,,,,,,
850,,Kozák Pavel,,,Občané,BEZPP,,,,,,,,,,,,31.0,,41.0,4362.0,2.1,25,-,,,,,,,,,,,,,,
851,,Kožuchová Kamila,,,Občané,BEZPP,,,,,,,,,,,,43.0,,23.0,4044.0,1.95,36,-,,,,,,,,,,,,,,
852,,Krajdl Ladislav,,,SNK ED,BEZPP,,,,,,,,,,,,20.0,Bc.,46.0,2095.0,2.03,-,-,,,,,,,,,,,,,,
853,,Kramlová Anna,,,ČSSD,ČSSD,,,,,,,,,,,,46.0,,56.0,10731.0,1.97,32,-,,,,,,,,,,,,,,
854,,Krásný Jan,,,Piráti,BEZPP,,,,,,,,,,,,19.0,,25.0,405.0,2.16,-,-,,,,,,,,,,,,,,
855,,Krásný Jaroslav,,,NK,BEZPP,,,,,,,,,,,,15.0,,68.0,2048.0,1.99,-,-,,,,,,,,,,,,,,
856,,Krátký Jiří,,,VV,VV,,,,,,,,,,,,6.0,,42.0,1404.0,2.31,-,-,,,,,,,,,,,,,,
857,,Kraus Jiří,,,Piráti,BEZPP,,,,,,,,,,,,35.0,,64.0,361.0,1.92,-,-,,,,,,,,,,,,,,
858,,Krčmář Luděk,,,KČ,KČ,,,,,,,,,,,,47.0,Mgr.,38.0,1709.0,1.66,-,-,,,,,,,,,,,,,,
859,,Kresa Pavel,,,Piráti,BEZPP,,,,,,,,,,,,11.0,,26.0,452.0,2.41,-,-,,,,,,,,,,,,,,
860,,Krieglsteinová Eva,,,ODS,ODS,,,,,,,,,,,,7.0,,23.0,12235.0,2.16,7,*,,,,,,,,,,,,,,
861,,Krs Václav,,,KSČM,KSČM,,,,,,,,,,,,6.0,,36.0,4826.0,2.17,1,-,,,,,,,,,,,,,,
862,,Křen Jaroslav,,,SPOZ,BEZPP,,,,,,,,,,,,29.0,Ing.,57.0,292.0,2.03,-,-,,,,,,,,,,,,,,
863,,Kříž Antonín,,,TOP 09,BEZPP,,,,,,,,,,,,25.0,doc. Dr. Ing.,39.0,6200.0,2.2,19,-,26.0,doc. Dr. Ing.,43.0,3634.0,2.18,21,-,,,,,,,
864,,Kříž Roman,,,KSČM,KSČM,,,,,,,,,,,,7.0,,35.0,4790.0,2.16,2,-,22.0,,39.0,3318.0,2.17,17,-,,,,,,,
865,,Kšír František,,,Občané,Občané,,,,,,,,,,,,12.0,Ing.,50.0,4548.0,2.19,7,-,,,,,,,,,,,,,,
866,,Kubec Zdeněk,,,SPOZ,SPOZ,,,,,,,,,,,,23.0,,51.0,287.0,2.0,-,-,,,,,,,,,,,,,,
867,,Kuběna Petr,,,Suveren.,BEZPP,,,,,,,,,,,,5.0,Mgr.,30.0,1123.0,2.38,-,-,,,,,,,,,,,,,,
868,,Kubík Josef,,,SPOZ,BEZPP,,,,,,,,,,,,38.0,,61.0,276.0,1.92,-,-,,,,,,,,,,,,,,
869,,Kučera Michal,,,TOP 09,BEZPP,,,,,,,,,,,,43.0,Ing. MBA,46.0,5369.0,1.91,36,-,,,,,,,,,,,,,,
870,,Kučera Pavel,,,TOP 09,TOP 09,,,,,,,,,,,,32.0,Ing. Ph.D.,32.0,5782.0,2.05,25,-,,,,,,,,,,,,,,
871,,Kuhajda Jaroslav,,,SPOZ,SPOZ,,,,,,,,,,,,26.0,,66.0,289.0,2.01,-,-,,,,,,,,,,,,,,
872,,Kunešová Marcela,,,TOP 09,TOP 09,,,,,,,,,,,,18.0,Mgr.,31.0,6033.0,2.14,12,-,24.0,JUDr.,35.0,3571.0,2.14,19,-,,,,,,,
