,Pořadí na kandidátce v 2002,"Příjmení, jméno",Tituly 2002,Věk 2002,Navrhující strana,Politická příslušnost,Hlasy abs. 2002,Hlasy v % 2002,Pořadí zvolení v 2002,Mandát v 2002,Pořadí na kandidátce v 2006,Tituly 2006,Věk 2006,Hlasy abs. 2006,Hlasy v % 2006,Pořadí zvolení v 2006,Mandát v 2006,Pořadí na kandidátce v 2010,Tituly 2010,Věk 2010,Hlasy abs. 2010,Hlasy v % 2010,Pořadí zvolení v 2010,Mandát v 2010,Pořadí na kandidátce v 2014,Tituly 2014,Věk 2014,Hlasy abs. 2014,Hlasy v % 2014,Pořadí zvolení v 2014,Mandát v 2014,Pořadí na kandidátce v 2018,Tituly 2018,Věk 2018,Hlasy abs. 2018,Hlasy v % 2018,Pořadí zvolení v 2018,Mandát v 2018
1138,,Benedikt Petr,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,43.0,Ing.,28.0,849.0,1.85,-,-,,,,,,,
1139,,Benediktová Hana,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,16.0,,31.0,61.0,3.01,-,-,,,,,,,
1140,,Beran Václav,,,ANO,ANO,,,,,,,,,,,,,,,,,,,26.0,,62.0,6976.0,2.11,16,-,33.0,,66.0,10326.0,2.11,20,-
1141,,Beránková Dagmar,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,24.0,Mgr.,54.0,1123.0,2.09,-,-,,,,,,,
1142,,BERNHARDT Tomáš,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,9.0,Mgr.,46.0,2341.0,2.23,6,-,,,,,,,
1143,,Bičánek Rudolf,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,7.0,,35.0,369.0,3.61,-,-,6.0,,39.0,240.0,2.26,-,-
1144,,BLABOLOVÁ Vlasta,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,39.0,,50.0,2003.0,1.91,36,-,,,,,,,
1145,,Bláha Petr,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,47.0,Ing.,38.0,2171.0,1.61,43,-,,,,,,,
1146,,Bláhová Olga,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,16.0,doc. Ing. Ph.D.,52.0,1015.0,2.21,-,-,,,,,,,
1147,,Blažek Jindřich,,,ANO,ANO,,,,,,,,,,,,,,,,,,,44.0,Ing.,28.0,6499.0,1.97,34,-,8.0,Ing.,32.0,10619.0,2.17,8,*
1148,,BOČEK Pavel,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,3.0,MUDr.,53.0,3091.0,2.95,2,*,,,,,,,
1149,,Bogner Michal,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,43.0,Bc.,30.0,6010.0,1.98,33,-,36.0,Bc.,34.0,2965.0,2.1,33,-
1150,,Bornová Kateřina,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,29.0,MUDr.,45.0,2863.0,2.12,25,-,24.0,MUDr.,49.0,1851.0,2.3,-,-
1151,,Bořík Dobroslav,,,OPAT,Soukromníci,,,,,,,,,,,,,,,,,,,30.0,,56.0,2684.0,1.99,26,-,,,,,,,
1152,,Bořík Tomáš,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,32.0,,23.0,2663.0,1.97,28,-,,,,,,,
1153,,Bošek Jaroslav,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,8.0,,49.0,2805.0,2.08,10,-,,,,,,,
1154,,Boubín Petr,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,29.0,Ing.,47.0,3494.0,2.09,24,-,,,,,,,
1155,,Boudník Jiří,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,20.0,Ing. arch.,44.0,2934.0,2.17,17,-,,,,,,,
1156,,Bouchal Zdeněk,,,ANO,ANO,,,,,,,,,,,,,,,,,,,22.0,Ing.,55.0,7023.0,2.12,12,-,,,,,,,
1157,,Brabcová Danuše,,,Změna,BEZPP,,,,,,,,,,,,,,,,,,,7.0,,56.0,1865.0,2.11,-,-,,,,,,,
1158,,Brabcová Pavlína,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,40.0,Mgr.,39.0,6261.0,2.06,30,-,44.0,Mgr.,43.0,2850.0,2.02,40,-
1159,,Brabec David,,,TOP 09,BEZPP,,,,,,,,,,,,,,,,,,,25.0,,34.0,3539.0,2.12,20,-,,,,,,,
1160,,Brabencová Michaela,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,12.0,,39.0,50.0,5.92,-,-,,,,,,,
1161,,Bratrych Petr,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,22.0,,29.0,312.0,3.05,-,-,,,,,,,
1162,,Brázdová Jitka,,,ODS,ODS,,,,,,,,,,,,,,,,,,,38.0,,39.0,6555.0,2.02,28,-,36.0,,43.0,10101.0,2.07,23,-
1163,,Brčková Lenka,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,2.0,Ing.,41.0,1049.0,2.55,-,-,4.0,Ing.,45.0,1968.0,2.44,-,-
1164,,Brenkus Pavel,,,Zelení,BEZPP,,,,,,,,,,,,,,,,,,,21.0,Mgr.,37.0,1850.0,2.09,-,-,,,,,,,
1165,,Brož Matěj,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,30.0,,29.0,869.0,2.11,-,-,,,,,,,
1166,,Brožka Jaroslav,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,23.0,,39.0,873.0,2.12,-,-,,,,,,,
1167,,Bruner Jiří,,,SPO,SPO,,,,,,,,,,,,,,,,,,,2.0,Ing.,66.0,156.0,6.61,-,-,,,,,,,
1168,,Brych Hynek,,,VZ,VZ,,,,,,,,,,,,,,,,,,,21.0,DiS.,32.0,1097.0,2.04,-,-,,,,,,,
1169,,Budek Marek,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,30.0,,19.0,301.0,2.94,-,-,,,,,,,
1170,,"BUDIL Ivo Ph.D.,",,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,7.0,prof. RNDr. DSc.,49.0,2655.0,2.53,1,-,,,,,,,
1171,,Budková Světlana,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,21.0,Bc.,33.0,6519.0,2.15,11,-,35.0,Bc.,37.0,2988.0,2.11,32,-
1172,,Burešová Lucie,,,PPPS,PPPS,,,,,,,,,,,,,,,,,,,9.0,Ing.,25.0,750.0,2.27,-,-,,,,,,,
1173,,Buršík Jan,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,28.0,,37.0,855.0,2.07,-,-,,,,,,,
1174,,Bydžovský Martin,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,46.0,Ing.,26.0,757.0,1.84,-,-,,,,,,,
1175,,Caltová Marie,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,25.0,Mgr.,70.0,2932.0,2.17,21,-,,,,,,,
1176,,Cízlová Andrea,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,6.0,,37.0,3410.0,2.23,1,-,,,,,,,
1177,,CUDLMAN Miroslav,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,23.0,Ing.,56.0,2145.0,2.05,20,-,,,,,,,
1178,,Čása Stanislav,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,41.0,,49.0,611.0,1.85,-,-,,,,,,,
1179,,Častoral Josef,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,5.0,,28.0,779.0,2.36,-,-,,,,,,,
1180,,Čechák Petr,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,30.0,,32.0,62.0,3.06,-,-,,,,,,,
1181,,Čechová Daniela,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,35.0,Bc.,39.0,861.0,2.09,-,-,,,,,,,
1182,,Čechura Ondřej,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,42.0,,32.0,607.0,1.84,-,-,,,,,,,
1183,,Čermák Jakub,,,ODS,ODS,,,,,,,,,,,,,,,,,,,6.0,Mgr.,29.0,6992.0,2.16,7,*,19.0,Mgr.,33.0,10334.0,2.12,6,-
1184,,Čermák Marcel,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,15.0,,48.0,957.0,2.09,-,-,,,,,,,
1185,,Černá Kateřina,,,ODS,ODS,,,,,,,,,,,,,,,,,,,45.0,,25.0,6110.0,1.88,35,-,,,,,,,
1186,,Červený Josef,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,20.0,,55.0,60.0,2.96,-,-,,,,,,,
1187,,Čipera Ivan,,,PPPS,PPPS,,,,,,,,,,,,,,,,,,,15.0,Ing.,52.0,767.0,2.33,-,-,,,,,,,
1188,,ČIVIŠ Roman,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,36.0,Ing.,48.0,2054.0,1.96,33,-,,,,,,,
1189,,Čížek Daniel,,,ODS,ODS,,,,,,,,,,,,,,,,,,,23.0,Ing.,34.0,6811.0,2.1,13,-,,,,,,,
1190,,Čulík Petr,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,7.0,Bc.,29.0,897.0,2.18,-,-,,,,,,,
1191,,Dbalá Libuše,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,6.0,,68.0,72.0,3.55,-,-,,,,,,,
1192,,Diestler Michal,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,39.0,,34.0,2577.0,1.91,35,-,,,,,,,
1193,,Dlesk Pavel,,,ODS,ODS,,,,,,,,,,,,,,,,,,,39.0,,47.0,6541.0,2.02,29,-,,,,,,,
1194,,Dokulilová Daniela,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,19.0,DiS.,31.0,1111.0,2.07,-,-,,,,,,,
1195,,Domabylová Romana,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,10.0,,19.0,77.0,3.8,-,-,,,,,,,
1196,,Domabylová Zdeňka,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,3.0,,48.0,87.0,4.29,-,-,,,,,,,
1197,,Domanický Pavel,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,32.0,Ing.,45.0,1995.0,2.26,-,-,,,,,,,
1198,,Domanický Petr,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,5.0,Ing. arch.,41.0,2607.0,2.95,-,-,,,,,,,
1199,,Dort Jiří,,,TOP 09,BEZPP,,,,,,,,,,,,,,,,,,,35.0,doc. MUDr. Ph.D.,62.0,3579.0,2.14,30,-,,,,,,,
1200,,Dostál Jiří,,,DSSS,ND,,,,,,,,,,,,,,,,,,,8.0,,35.0,336.0,3.28,-,-,,,,,,,
1201,,Dragounová Marie,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,28.0,,68.0,910.0,1.98,-,-,,,,,,,
1202,,Drechslerová Martina,,,ODS,ODS,,,,,,,,,,,,,,,,,,,12.0,,43.0,6900.0,2.13,2,-,20.0,,47.0,10391.0,2.13,7,-
1203,,DRNEK Jan,,,KDU-ČSL,KČ,,,,,,,,,,,,,,,,,,,11.0,,53.0,2186.0,2.09,8,-,,,,,,,
1204,,Drobný Jiří,,,SPO,SPO,,,,,,,,,,,,,,,,,,,7.0,,36.0,99.0,4.19,-,-,,,,,,,
1205,,Dubničková Tereza,,,TOP 09,BEZPP,,,,,,,,,,,,,,,,,,,43.0,Mgr.,30.0,3142.0,1.88,38,-,,,,,,,
1206,,Dubský Kamil,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,31.0,,62.0,3288.0,2.15,25,-,,,,,,,
1207,,Duda Jan,,,SPO,BEZPP,,,,,,,,,,,,,,,,,,,14.0,Ing.,53.0,93.0,3.94,-,-,,,,,,,
1208,,Duchek Pavel,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,9.0,Ing.,42.0,6617.0,2.18,9,*,,,,,,,
1209,,Duchek Petr,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,43.0,,27.0,819.0,1.99,-,-,,,,,,,
1210,,Duras Jindřich,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,22.0,RNDr.,56.0,2987.0,2.21,18,-,,,,,,,
1211,,Dušek Matěj,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,28.0,,19.0,313.0,3.06,-,-,,,,,,,
1212,,Dvořák Martin,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,21.0,MUDr.,32.0,886.0,2.15,-,-,,,,,,,
1213,,Dvořák Michal,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,10.0,,35.0,3412.0,2.53,4,*,,,,,,,
1214,,Ebenstreit Jaroslav,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,16.0,,38.0,695.0,2.11,-,-,,,,,,,
1215,,Eiselt Tomáš,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,41.0,Ing.,29.0,831.0,2.02,-,-,,,,,,,
1216,,Esterle Štěpán,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,5.0,Bc.,24.0,1083.0,2.36,-,-,,,,,,,
1217,,FAJFROVÁ Eva,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,46.0,RNDr.,60.0,1743.0,1.66,43,-,,,,,,,
1218,,Farník Petr,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,37.0,Bc.,28.0,3330.0,1.99,32,-,32.0,Bc.,32.0,3041.0,2.02,28,-
1219,,Feketová Eva,,,TOP 09,BEZPP,,,,,,,,,,,,,,,,,,,33.0,Mgr.,40.0,3422.0,2.05,28,-,,,,,,,
1220,,Fencl Oldrich,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,9.0,Ing.,59.0,1187.0,2.21,-,-,,,,,,,
1221,,Fiala Ladislav,,,SPO,SPO,,,,,,,,,,,,,,,,,,,9.0,Ing.,76.0,90.0,3.81,-,-,,,,,,,
1222,,Fiala Václav,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,42.0,Ing.,33.0,3235.0,1.94,37,-,,,,,,,
1223,,Fialová Anna,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,44.0,,60.0,5973.0,1.97,34,-,,,,,,,
1224,,Fialová Věra,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,29.0,Ing.,34.0,864.0,2.1,-,-,,,,,,,
1225,,Filipovský Jan,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,9.0,prof. MUDr. CSc.,56.0,3388.0,2.51,1,-,,,,,,,
1226,,Fiřt Tomáš,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,38.0,,30.0,633.0,1.92,-,-,,,,,,,
1227,,Fischer Josef,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,17.0,Mgr.,29.0,862.0,2.09,-,-,,,,,,,
1228,,Fišer Petr,,,ANO,ANO,,,,,,,,,,,,,,,,,,,7.0,,41.0,7250.0,2.19,7,*,5.0,,45.0,10687.0,2.18,5,*
1229,,Fluxa Jan,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,4.0,PhDr.,34.0,3924.0,2.35,4,*,3.0,PhDr.,38.0,3647.0,2.42,1,-
1230,,Foltýn Tomáš,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,23.0,,40.0,56.0,2.76,-,-,,,,,,,
1231,,Formánek Ondřej,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,46.0,,35.0,2755.0,1.65,41,-,,,,,,,
1232,,Franzová Jana,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,14.0,,63.0,55.0,2.71,-,-,,,,,,,
1233,,Froněk Pavel,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,12.0,,48.0,2975.0,2.2,12,-,16.0,,52.0,1841.0,2.29,-,-
1234,,Gažáková Eva,,,Zelení,BEZPP,,,,,,,,,,,,,,,,,,,12.0,MgA.,37.0,1848.0,2.09,-,-,,,,,,,
1235,,Gil Pablo Chacón,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,28.0,Mgr.,45.0,1811.0,2.05,-,-,,,,,,,
1236,,Gola Vlastimil,,,ANO,ANO,,,,,,,,,,,,,,,,,,,4.0,Ing.,57.0,7388.0,2.24,4,*,4.0,Ing.,61.0,10619.0,2.17,4,*
1237,,Gosť Pavel,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,23.0,,31.0,308.0,3.01,-,-,,,,,,,
1238,,Gruber Pavel,,,ODS,ODS,,,,,,,,,,,,,,,,,,,35.0,,60.0,6652.0,2.05,25,-,,,,,,,
1239,,"Hájek Marcel Ph.D.,",,,OPAT,OPAT,,,,,,,,,,,,,,,,,,,1.0,MUDr. FICS.,49.0,4157.0,3.08,1,*,,,,,,,
1240,,Hájek Petr,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,38.0,,31.0,3284.0,2.14,32,-,5.0,,35.0,2776.0,2.23,2,-
1241,,Hajská Jana,,,Změna,BEZPP,,,,,,,,,,,,,,,,,,,30.0,,60.0,1771.0,2.01,-,-,,,,,,,
1242,,Halamka Jiří,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,40.0,,27.0,617.0,1.87,-,-,,,,,,,
1243,,Halámka Stanislav,,,VZ,BEZPP,,,,,,,,,,,,,,,,,,,14.0,,60.0,1099.0,2.04,-,-,,,,,,,
1244,,Halla Marcel,,,PVP,BEZPP,,,,,,,,,,,,,,,,,,,46.0,,62.0,775.0,1.53,-,-,,,,,,,
1245,,Hanzl Pavel,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,27.0,Bc.,24.0,1091.0,2.03,-,-,,,,,,,
1246,,Hausner Michal,,,ANO,ANO,,,,,,,,,,,,,,,,,,,13.0,,33.0,7118.0,2.15,3,-,6.0,,37.0,10614.0,2.17,6,*
1247,,Hausnerová Štěpánka,,,PVP,BEZPP,,,,,,,,,,,,,,,,,,,25.0,JUDr.,38.0,1027.0,2.03,-,-,,,,,,,
1248,,Havel Radek,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,11.0,,38.0,917.0,2.22,-,-,,,,,,,
1249,,Havlíková Liduška,,,SPO,SPO,,,,,,,,,,,,,,,,,,,8.0,,64.0,102.0,4.32,-,-,,,,,,,
1250,,Hazdra Tomáš,,,PPPS,PPPS,,,,,,,,,,,,,,,,,,,7.0,Ing.,32.0,744.0,2.26,-,-,,,,,,,
1251,,Hecová Lenka,,,Zelení,BEZPP,,,,,,,,,,,,,,,,,,,38.0,MUDr.,31.0,1757.0,1.99,-,-,,,,,,,
1252,,Hegner Lukáš,,,ODS,ODS,,,,,,,,,,,,,,,,,,,11.0,Mgr.,33.0,6961.0,2.15,1,-,8.0,Mgr.,36.0,10513.0,2.16,9,*
1253,,Hejtmánek Tomáš,,,ANO,ANO,,,,,,,,,,,,,,,,,,,27.0,Ing.,27.0,7012.0,2.12,17,-,31.0,Ing.,31.0,10364.0,2.12,18,-
1254,,Hemrová Lucie,,,Zelení,Zelení,,,,,,,,,,,,,,,,,,,19.0,Mgr. Ph.D.,32.0,1850.0,2.09,-,-,,,,,,,
1255,,Henigová Soňa,,,PPPS,PPPS,,,,,,,,,,,,,,,,,,,4.0,Mgr.,47.0,825.0,2.5,-,-,,,,,,,
1256,,Hering Lukáš,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,45.0,,31.0,598.0,1.81,-,-,,,,,,,
1257,,Heřman Václav,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,13.0,,40.0,3392.0,2.21,8,-,12.0,,44.0,2706.0,2.18,9,-
1258,,Hess Aleš,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,30.0,,28.0,6383.0,2.1,20,-,,,,,,,
1259,,Hirschová Vladimíra,,,ODS,ODS,,,,,,,,,,,,,,,,,,,19.0,Mgr.,50.0,6856.0,2.12,9,-,42.0,Mgr.,54.0,9843.0,2.02,29,-
1260,,Hirt Tomáš,,,Zelení,Zelení,,,,,,,,,,,,,,,,,,,4.0,Mgr. Ph.D.,39.0,2128.0,2.41,-,-,,,,,,,
1261,,Hlad Radek,,,ANO,ANO,,,,,,,,,,,,,,,,,,,35.0,Mgr.,35.0,6939.0,2.1,25,-,25.0,Mgr.,39.0,10453.0,2.14,12,-
1262,,Hlinková Jana,,,DSZ,BEZPP,,,,,,,,,,,,,,,,,,,13.0,,31.0,50.0,5.92,-,-,,,,,,,
1263,,Hnilička Václav,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,36.0,,28.0,636.0,1.93,-,-,,,,,,,
1264,,Hodek Martin,,,ODS,ODS,,,,,,,,,,,,,,,,,,,46.0,,34.0,5978.0,1.84,36,-,,,,,,,
1265,,Holý Vladimír,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,14.0,,42.0,881.0,2.14,-,-,,,,,,,
1266,,Hora Miloslav,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,32.0,JUDr.,62.0,6380.0,2.1,22,-,,,,,,,
1267,,Hovorka Radim,,,PPPS,PPPS,,,,,,,,,,,,,,,,,,,11.0,,31.0,706.0,2.14,-,-,,,,,,,
1268,,Hrabák Petr,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,6.0,Ing.,31.0,1269.0,2.36,-,-,,,,,,,
1269,,Hrabová Karin,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,19.0,,46.0,934.0,2.04,-,-,,,,,,,
1270,,Hrazský Josef,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,42.0,,40.0,814.0,1.97,-,-,,,,,,,
1271,,Hroza Jiří,,,SPO,SPO,,,,,,,,,,,,,,,,,,,13.0,PhDr.,78.0,88.0,3.73,-,-,,,,,,,
1272,,Hrubá Hana,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,8.0,,48.0,70.0,3.45,-,-,,,,,,,
1273,,Hrubá Nikol,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,12.0,,19.0,76.0,3.75,-,-,,,,,,,
1274,,Hrubec Miloslav,,,VZ,BEZPP,,,,,,,,,,,,,,,,,,,16.0,Ing. arch.,78.0,1234.0,2.29,-,-,,,,,,,
1275,,Hrubý Martin,,,ODS,ODS,,,,,,,,,,,,,,,,,,,28.0,,41.0,6753.0,2.08,18,-,,,,,,,
1276,,Hubičková Monika,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,36.0,,57.0,1072.0,1.99,-,-,,,,,,,
1277,,Hučko Martin,,,ODS,ODS,,,,,,,,,,,,,,,,,,,44.0,Bc.,24.0,6237.0,1.92,34,-,,,,,,,
1278,,Huspeková Alice,,,VZ,VZ,,,,,,,,,,,,,,,,,,,33.0,Mgr.,42.0,1124.0,2.09,-,-,,,,,,,
1279,,Hutter Jan,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,33.0,Bc.,33.0,1776.0,2.01,-,-,,,,,,,
1280,,Chaloupek Václav,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,14.0,Mgr.,65.0,4139.0,3.07,2,*,,,,,,,
1281,,Chocholatý Ondřej,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,31.0,Ing. Ph.D.,36.0,931.0,2.03,-,-,,,,,,,
1282,,Chvojka Petr,,,OPAT,OPAT,,,,,,,,,,,,,,,,,,,5.0,,35.0,3301.0,2.44,2,-,,,,,,,
1283,,Jandíková Hedvika,,,PVP,BEZPP,,,,,,,,,,,,,,,,,,,38.0,Mgr.,38.0,909.0,1.8,-,-,,,,,,,
1284,,Jandl Petr,,,ODS,ODS,,,,,,,,,,,,,,,,,,,14.0,,73.0,6870.0,2.12,4,-,,,,,,,
1285,,JANEČEK Jiří,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,26.0,Ing.,46.0,2141.0,2.04,23,-,,,,,,,
1286,,Jankov Michael,,,DSSS,DSSS,,,,,,,,,,,,,,,,,,,19.0,,35.0,307.0,3.0,-,-,,,,,,,
1287,,Jankov Soňa,,,DSSS,DSSS,,,,,,,,,,,,,,,,,,,18.0,,45.0,307.0,3.0,-,-,,,,,,,
1288,,JANOUŠKOVEC Pavel,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,5.0,Mgr.,55.0,3036.0,2.9,3,*,,,,,,,
1289,,Janová Alena,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,45.0,,61.0,998.0,1.85,-,-,,,,,,,
1290,,Jaššo Štefan,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,47.0,,73.0,3012.0,1.96,41,-,,,,,,,
1291,,Jeřábková Jaroslava,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,9.0,,57.0,52.0,6.16,-,-,6.0,,61.0,68.0,5.12,-,-
1292,,Ježek Václav,,,VZ,BEZPP,,,,,,,,,,,,,,,,,,,26.0,,38.0,1083.0,2.01,-,-,,,,,,,
1293,,JEŽÍK Vlastimil Johannes,,,KDU-ČSL,KČ,,,,,,,,,,,,,,,,,,,21.0,Mgr.,44.0,2146.0,2.05,18,-,,,,,,,
1294,,Jičínská Helena,,,KSČM,BEZPP,,,,,,,,,,,,,,,,,,,30.0,,50.0,3298.0,2.15,24,-,,,,,,,
1295,,Jindra Tomáš,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,45.0,DiS.,39.0,2875.0,1.72,40,-,41.0,DiS.,43.0,2908.0,1.93,37,-
1296,,Jireš Antonín,,,VZ,BEZPP,,,,,,,,,,,,,,,,,,,46.0,,48.0,982.0,1.83,-,-,,,,,,,
1297,,Jíšová Markéta,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,46.0,,51.0,2318.0,1.72,42,-,,,,,,,
1298,,Jonáš Jakub,,,SPO,SPO,,,,,,,,,,,,,,,,,,,6.0,Bc.,25.0,108.0,4.58,-,-,,,,,,,
1299,,Jordanov Pavel,,,ANO,ANO,,,,,,,,,,,,,,,,,,,43.0,,37.0,6575.0,1.99,33,-,,,,,,,
1300,,Junek Jan,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,44.0,,20.0,594.0,1.8,-,-,,,,,,,
1301,,Jůza Milan,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,27.0,,43.0,308.0,3.01,-,-,,,,,,,
1302,,"Jůza Zdeněk Ph.D.,",,,NK,BEZPP,,,,,,,,,,,,,,,,,,,7.0,Ing. MBA,38.0,1244.0,2.71,-,-,,,,,,,
1303,,Káčerek Tomáš,,,PPPS,PPPS,,,,,,,,,,,,,,,,,,,2.0,Ing.,46.0,818.0,2.48,-,-,,,,,,,
1304,,Kačín Jan,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,23.0,,43.0,3521.0,2.11,18,-,,,,,,,
1305,,KADLČÍKOVÁ Ilona,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,40.0,Mgr.,43.0,1983.0,1.89,37,-,,,,,,,
1306,,Kadlec Jan,,,NK,NÁR.SOC.,,,,,,,,,,,,,,,,,,,32.0,,55.0,1094.0,2.03,-,-,,,,,,,
1307,,Kakeš Jan,,,ANO,ANO,,,,,,,,,,,,,,,,,,,29.0,Ing.,25.0,6990.0,2.11,19,-,19.0,Ing.,29.0,10535.0,2.15,6,-
1308,,Kalián Jan,,,ODS,ODS,,,,,,,,,,,,,,,,,,,37.0,Bc.,32.0,6596.0,2.03,27,-,45.0,,36.0,9427.0,1.93,32,-
1309,,KANTOR Luděk,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,29.0,Bc.,28.0,2082.0,1.99,26,-,,,,,,,
1310,,Kantorová Lucie,,,ANO,ANO,,,,,,,,,,,,,,,,,,,14.0,Mgr.,28.0,7207.0,2.18,4,-,2.0,Mgr. et Mgr.,32.0,10782.0,2.2,2,*
