,Pořadí na kandidátce v 2002,"Příjmení, jméno",Tituly,Věk,Navrhující strana,Politická příslušnost,Hlasy abs. 2002,Hlasy v % 2002,Pořadí zvolení v 2002,Mandát v 2002,Pořadí na kandidátce v 2006,Hlasy abs. 2006,Hlasy v % 2006,Pořadí zvolení v 2006,Mandát v 2006,Pořadí na kandidátce v 2010,Hlasy abs. 2010,Hlasy v % 2010,Pořadí zvolení v 2010,Mandát v 2010,Pořadí na kandidátce v 2014,Hlasy abs. 2014,Hlasy v % 2014,Pořadí zvolení v 2014,Mandát v 2014,Pořadí na kandidátce v 2018,Hlasy abs. 2018,Hlasy v % 2018,Pořadí zvolení v 2018,Mandát v 2018
1900,0.0,Ženíšek Martin,Ing.,58,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,4.0,11 470,2.35,3,*
1901,0.0,Ženíšek Martin,,44,BPI,BPI,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,10.0,246,2.32,-,-
1902,0.0,Ženíšek Martin,Mgr.,33,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,9 955,2.03,31,-
1903,0.0,Ženíšek Martin,Ing.,41,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,37.0,10 132,2.08,24,-
1904,0.0,Ženíšek Martin,Ing. MBA,40,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,27.0,10 439,2.13,14,-
1905,0.0,Ženíšek Martin,Mgr.,61,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,7.0,10 587,2.16,7,*
1906,0.0,Ženíšek Martin,,53,ND,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,31.0,216,2.03,-,-
1907,0.0,Ženíšek Martin,Mgr.,43,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,1.0,12 786,2.62,1,*
1908,0.0,Ženíšek Martin,Mgr.,43,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,10 354,2.12,9,-
1909,0.0,Ženíšek Martin,,52,SPD,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,23.0,2 302,2.11,-,-
1910,0.0,Ženíšek Martin,,52,SPD,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,33.0,2 283,2.09,-,-
1911,0.0,Ženíšek Martin,,52,Soukromníci,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,16.0,202,2.36,-,-
1912,0.0,Ženíšek Martin,,52,Soukromníci,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,6.0,217,2.53,-,-
1913,0.0,Ženíšek Martin,MUDr.,37,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,29.0,3 018,2.13,26,-
1914,0.0,Ženíšek Martin,,66,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,33.0,10 326,2.11,20,-
1915,0.0,Ženíšek Martin,,56,DSSS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,33.0,221,2.08,-,-
1916,0.0,Ženíšek Martin,,74,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,19.0,1 229,2.02,-,-
1917,0.0,Ženíšek Martin,,61,ND,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,18.0,218,2.05,-,-
1918,0.0,Ženíšek Martin,,27,SPD,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,29.0,2 299,2.11,-,-
1919,0.0,Ženíšek Martin,,27,SPD,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,47.0,2 089,1.91,-,-
1920,0.0,Ženíšek Martin,,70,SPD,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,2 211,2.03,-,-
1921,0.0,Ženíšek Martin,,70,SPD,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,45.0,2 193,2.01,-,-
1922,0.0,Ženíšek Martin,,39,DSSS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,6.0,240,2.26,-,-
1923,0.0,Ženíšek Martin,,39,DSSS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,12.0,234,2.2,-,-
1924,0.0,Ženíšek Martin,Ing.,77,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,32.0,2 991,2.12,29,-
1925,0.0,Ženíšek Martin,Bc. DiS.,36,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,2 965,2.05,18,-
1926,0.0,Ženíšek Martin,,62,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,24.0,399,2.06,-,-
1927,0.0,Ženíšek Martin,Ing.,32,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,8.0,10 619,2.17,8,*
1928,0.0,Ženíšek Martin,,64,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,31.0,372,1.92,-,-
1929,0.0,Ženíšek Martin,Bc.,47,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,39.0,2 166,2.05,-,-
1930,0.0,Ženíšek Martin,MUDr.,27,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,32.0,2 968,2.05,28,-
1931,0.0,Ženíšek Martin,,39,KSČM,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,2 616,2.1,19,-
1932,0.0,Ženíšek Martin,MUDr.,57,KDU-ČSL,KDU-ČSL,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,5.0,3 765,2.61,3,*
1933,0.0,Ženíšek Martin,Bc.,34,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,36.0,2 965,2.1,33,-
1934,0.0,Ženíšek Martin,,39,BPI,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,28.0,223,2.1,-,-
1935,0.0,Ženíšek Martin,MUDr.,49,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,24.0,1 851,2.3,-,-
1936,0.0,Ženíšek Martin,,48,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,1.0,6 208,2.41,1,*
1937,0.0,Ženíšek Martin,,42,SPD,SPD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,15.0,2 341,2.15,-,-
1938,0.0,Ženíšek Martin,,60,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,29.0,5 428,2.1,22,-
1939,0.0,Ženíšek Martin,Mgr.,43,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,2 850,2.02,40,-
1940,0.0,Ženíšek Martin,,38,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,23.0,3 166,2.1,19,-
1941,0.0,Ženíšek Martin,Mgr.,63,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,10.0,3 289,2.33,7,-
1942,0.0,Ženíšek Martin,Ing. Mgr.,32,ANO,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,12.0,10 532,2.15,12,*
1943,0.0,Ženíšek Martin,Ing.,45,Svobodní,Svobodní,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,4.0,1 968,2.44,-,-
1944,0.0,Ženíšek Martin,,67,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,29.0,382,1.97,-,-
1945,0.0,Ženíšek Martin,,67,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,355,1.83,-,-
1946,0.0,Ženíšek Martin,,32,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,26.0,264,1.95,-,-
1947,0.0,Ženíšek Martin,Bc.,33,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,32.0,10 365,2.12,19,-
1948,0.0,Ženíšek Martin,Ing.,65,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,35.0,10 160,2.08,22,-
1949,0.0,Ženíšek Martin,Ing.,65,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,18.0,10 363,2.13,5,-
1950,0.0,Ženíšek Martin,,25,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,3.0,1 382,2.28,-,-
1951,0.0,Ženíšek Martin,,57,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,16.0,287,2.12,-,-
1952,0.0,Ženíšek Martin,,25,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,18.0,282,2.09,-,-
1953,0.0,Ženíšek Martin,Ing.,73,KSČM,KSČM,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,34.0,2 598,2.09,31,-
1954,0.0,Ženíšek Martin,Ing.,52,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,10 492,2.14,9,-
1955,0.0,Ženíšek Martin,,47,Soukromníci,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,153,1.78,-,-
1956,0.0,Ženíšek Martin,,43,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,37.0,10 192,2.08,24,-
1957,0.0,Ženíšek Martin,,26,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,29.0,1 243,2.05,-,-
1958,0.0,Ženíšek Martin,,26,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,36.0,1 219,2.01,-,-
1959,0.0,Ženíšek Martin,Bc.,32,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,9.0,1 270,2.09,-,-
1960,0.0,Ženíšek Martin,,60,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,46.0,1 134,1.87,-,-
1961,0.0,Ženíšek Martin,Mgr.,32,Monarchiste.cz,Monarchiste.cz,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,9.0,288,2.13,-,-
1962,0.0,Ženíšek Martin,Mgr.,29,STAN,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,29.0,1 762,2.19,-,-
1963,0.0,Ženíšek Martin,Ing.,60,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,40.0,2 797,1.93,36,-
1964,0.0,Ženíšek Martin,Ing.,36,STAN,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,39.0,1 729,2.15,-,-
1965,0.0,Ženíšek Martin,Ing. Ph.D.,36,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,5 579,2.16,15,-
1966,0.0,Ženíšek Martin,,35,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,47.0,1 088,1.79,-,-
1967,0.0,Ženíšek Martin,,35,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,11.0,1 254,2.06,-,-
1968,0.0,Ženíšek Martin,,49,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,17.0,3 208,2.13,13,-
1969,0.0,Ženíšek Martin,,49,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,27.0,3 069,2.04,23,-
1970,0.0,Ženíšek Martin,,56,Soukromníci,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,24.0,165,1.93,-,-
1971,0.0,Ženíšek Martin,,41,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,45.0,1 169,1.92,-,-
1972,0.0,Ženíšek Martin,,50,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,15.0,1 270,2.09,-,-
1973,0.0,Ženíšek Martin,,29,Piráti,Piráti,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,15.0,5 577,2.16,8,-
1974,0.0,Ženíšek Martin,,40,Soukromníci,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,34.0,178,2.08,-,-
1975,0.0,Ženíšek Martin,Ing. Mgr.,43,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,14.0,2 991,2.07,10,-
1976,0.0,Ženíšek Martin,,37,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,16.0,1 244,2.05,-,-
1977,0.0,Ženíšek Martin,,37,NPJS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,10.0,1 311,2.16,-,-
1978,0.0,Ženíšek Martin,,66,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,38.0,365,1.88,-,-
1979,0.0,Ženíšek Martin,,66,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,26.0,381,1.97,-,-
1980,0.0,Ženíšek Martin,,66,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,35.0,377,1.94,-,-
1981,0.0,Ženíšek Martin,,66,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,18.0,381,1.97,-,-
1982,0.0,Ženíšek Martin,,49,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,30.0,273,2.02,-,-
1983,0.0,Ženíšek Martin,Mgr.,36,Piráti,Piráti,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,4.0,6 146,2.38,2,*
1984,0.0,Ženíšek Martin,,33,Soukromníci,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,8.0,171,2.0,-,-
1985,0.0,Ženíšek Martin,,33,Soukromníci,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,13.0,193,2.25,-,-
1986,0.0,Ženíšek Martin,Ing.,44,STAN,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,6.0,1 958,2.43,-,-
1987,0.0,Ženíšek Martin,,24,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,38.0,249,1.84,-,-
1988,0.0,Ženíšek Martin,,24,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,45.0,250,1.85,-,-
1989,0.0,Ženíšek Martin,Ing. arch.,45,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,13.0,3 666,2.44,3,*
1990,0.0,Ženíšek Martin,,70,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,19.0,257,1.9,-,-
1991,0.0,Ženíšek Martin,,70,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,17.0,284,2.1,-,-
1992,0.0,Ženíšek Martin,,73,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,40.0,244,1.8,-,-
1993,0.0,Ženíšek Martin,,46,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,35.0,233,1.72,-,-
1994,0.0,Ženíšek Martin,,26,KSČM,KSČM,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,24.0,2 741,2.2,21,-
1995,0.0,Ženíšek Martin,,57,Monarchiste.cz,Monarchiste.cz,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,2.0,410,3.04,-,-
1996,0.0,Ženíšek Martin,,27,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,31.0,275,2.03,-,-
1997,0.0,Ženíšek Martin,,59,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,25.0,268,1.98,-,-
1998,0.0,Ženíšek Martin,,31,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,37.0,248,1.83,-,-
1999,0.0,Ženíšek Martin,doc. Ing. Ph.D.,53,NK,PVP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,47.0,2 587,1.79,43,-
2000,0.0,Ženíšek Martin,RNDr. Ph.D.,60,TOP 09,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,20.0,3 509,2.33,16,-
2001,0.0,Ženíšek Martin,,36,SPD,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,27.0,2 299,2.11,-,-
2002,0.0,Ženíšek Martin,,34,SPD,SPD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,10.0,2 418,2.22,-,-
2003,0.0,Ženíšek Martin,,49,Soukromníci,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,21.0,175,2.04,-,-
2004,0.0,Ženíšek Martin,,49,Soukromníci,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,38.0,157,1.83,-,-
2005,0.0,Ženíšek Martin,,63,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,11.0,281,2.08,-,-
2006,0.0,Ženíšek Martin,,63,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,13.0,310,2.29,-,-
2007,0.0,Ženíšek Martin,,45,BPI,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,215,2.03,-,-
2008,0.0,Ženíšek Martin,,45,BPI,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,15.0,219,2.06,-,-
2009,0.0,Ženíšek Martin,Ing.,56,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,11.0,2 195,2.08,-,-
2010,0.0,Ženíšek Martin,Ing.,56,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,32.0,382,1.97,-,-
2011,0.0,Ženíšek Martin,MUDr.,49,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,9.0,10 598,2.17,9,*
2012,0.0,Ženíšek Martin,,26,Soukromníci,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,41.0,156,1.82,-,-
2013,0.0,Ženíšek Martin,,40,NPJS,NPJS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,2.0,1 716,2.83,-,-
2014,0.0,Ženíšek Martin,,45,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,5.0,10 687,2.18,5,*
2015,0.0,Ženíšek Martin,,43,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,264,1.95,-,-
2016,0.0,Ženíšek Martin,Mgr. et Mgr.,46,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,29.0,2 951,2.04,25,-
2017,0.0,Ženíšek Martin,PhDr.,38,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,3.0,3 647,2.42,1,-
2018,0.0,Ženíšek Martin,Ing.,80,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,41.0,2 796,1.93,37,-
2019,0.0,Ženíšek Martin,MUDr.,40,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,13.0,2 226,2.11,-,-
2020,0.0,Ženíšek Martin,Mgr. et Mgr. Ph.D.,32,KDU-ČSL,KDU-ČSL,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,13.0,3 089,2.14,9,-
2021,0.0,Ženíšek Martin,MUDr.,47,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,38.0,2 844,1.97,34,-
2022,0.0,Ženíšek Martin,,33,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,40.0,5 234,2.03,33,-
2023,0.0,Ženíšek Martin,Ing.,61,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,4.0,10 619,2.17,4,*
2024,0.0,Ženíšek Martin,Mgr.,53,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,38.0,2 115,2.0,-,-
2025,0.0,Ženíšek Martin,,72,SPD,SPD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,16.0,2 320,2.13,-,-
2026,0.0,Ženíšek Martin,Ing.,29,Piráti,Piráti,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,12.0,5 631,2.18,5,-
2027,0.0,Ženíšek Martin,MUDr. ThMgr. FICS.,53,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,14.0,10 875,2.23,1,-
2028,0.0,Ženíšek Martin,,63,SPD,SPD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,14.0,2 332,2.14,-,-
2029,0.0,Ženíšek Martin,Mgr.,24,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,24.0,5 451,2.11,17,-
2030,0.0,Ženíšek Martin,,65,SPD,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,42.0,2 233,2.05,-,-
2031,0.0,Ženíšek Martin,,53,SPD,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,41.0,2 241,2.05,-,-
2032,0.0,Ženíšek Martin,Ing.,43,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,17.0,5 632,2.18,10,-
2033,0.0,Ženíšek Martin,,46,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,28.0,3 086,2.05,24,-
2034,0.0,Ženíšek Martin,,38,Monarchiste.cz,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,28.0,262,1.94,-,-
