,Pořadí na kandidátce v 2002,"Příjmení, jméno",Tituly,Věk,Navrhující strana,Politická příslušnost,Hlasy abs. 2002,Hlasy v % 2002,Pořadí zvolení v 2002,Mandát v 2002,Pořadí na kandidátce v 2006,Hlasy abs. 2006,Hlasy v % 2006,Pořadí zvolení v 2006,Mandát v 2006,Pořadí na kandidátce v 2010,Hlasy abs. 2010,Hlasy v % 2010,Pořadí zvolení v 2010,Mandát v 2010,Pořadí na kandidátce v 2014,Hlasy abs. 2014,Hlasy v % 2014,Pořadí zvolení v 2014,Mandát v 2014,Pořadí na kandidátce v 2018,Hlasy abs. 2018,Hlasy v % 2018,Pořadí zvolení v 2018,Mandát v 2018
1267,0.0,Ženíšek Martin,Mgr.,32,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,17.0,2 838,2.1,14,-,0.0,0,0.0,0,0
1268,0.0,Ženíšek Martin,Mgr.,54,KDU-ČSL,KDU-ČSL,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,16.0,2 154,2.06,13,-,0.0,0,0.0,0,0
1269,0.0,Ženíšek Martin,JUDr.,34,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,31.0,3 467,2.07,26,-,0.0,0,0.0,0,0
1270,0.0,Ženíšek Martin,Mgr.,39,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,1.0,9 843,3.04,1,*,0.0,0,0.0,0,0
1271,0.0,Ženíšek Martin,Mgr.,38,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,13.0,2 179,2.08,10,-,0.0,0,0.0,0,0
1272,0.0,Ženíšek Martin,,38,DSSS,DSSS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,5.0,423,4.14,-,-,14.0,224,2.11,-,-
1273,0.0,Ženíšek Martin,,38,DSSS,DSSS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,3.0,397,3.88,-,-,14.0,224,2.11,-,-
1274,0.0,Ženíšek Martin,,38,DSSS,DSSS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,12.0,319,3.12,-,-,14.0,224,2.11,-,-
1275,0.0,Ženíšek Martin,Ing.,30,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,19.0,893,2.17,-,-,0.0,0,0.0,0,0
1276,0.0,Ženíšek Martin,Ing.,30,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,38.0,833,2.02,-,-,0.0,0,0.0,0,0
1277,0.0,Ženíšek Martin,,24,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,31.0,67,3.3,-,-,0.0,0,0.0,0,0
1278,0.0,Ženíšek Martin,,52,Úsvit,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,13.0,1 132,2.1,-,-,0.0,0,0.0,0,0
1279,0.0,Ženíšek Martin,Ing.,28,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,43.0,849,1.85,-,-,0.0,0,0.0,0,0
1280,0.0,Ženíšek Martin,,31,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,16.0,61,3.01,-,-,0.0,0,0.0,0,0
1281,0.0,Ženíšek Martin,,62,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,26.0,6 976,2.11,16,-,0.0,0,0.0,0,0
1282,0.0,Ženíšek Martin,Mgr.,54,Úsvit,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,24.0,1 123,2.09,-,-,0.0,0,0.0,0,0
1283,0.0,Ženíšek Martin,,35,DSSS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,7.0,369,3.61,-,-,0.0,0,0.0,0,0
1284,0.0,Ženíšek Martin,Ing.,73,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,8.0,6 673,2.2,8,*,0.0,0,0.0,0,0
1285,0.0,Ženíšek Martin,Ing.,38,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,47.0,2 171,1.61,43,-,0.0,0,0.0,0,0
1286,0.0,Ženíšek Martin,doc. Ing. Ph.D.,52,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,16.0,1 015,2.21,-,-,0.0,0,0.0,0,0
1287,0.0,Ženíšek Martin,MUDr.,62,PVP,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,7.0,1 412,2.79,-,-,0.0,0,0.0,0,0
1288,0.0,Ženíšek Martin,Ing.,28,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,6 499,1.97,34,-,0.0,0,0.0,0,0
1289,0.0,Ženíšek Martin,MUDr.,53,KDU-ČSL,KDU-ČSL,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,3.0,3 091,2.95,2,*,0.0,0,0.0,0,0
1290,0.0,Ženíšek Martin,Bc.,30,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,43.0,6 010,1.98,33,-,0.0,0,0.0,0,0
1291,0.0,Ženíšek Martin,,46,PVP,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,20.0,955,1.89,-,-,0.0,0,0.0,0,0
1292,0.0,Ženíšek Martin,MUDr. Ph.D.,53,TOP 09,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,38.0,3 409,2.04,33,-,0.0,0,0.0,0,0
1293,0.0,Ženíšek Martin,MUDr.,45,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,29.0,2 863,2.12,25,-,25.0,1 752,2.17,-,-
1294,0.0,Ženíšek Martin,,56,OPAT,Soukromníci,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,30.0,2 684,1.99,26,-,0.0,0,0.0,0,0
1295,0.0,Ženíšek Martin,,23,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,32.0,2 663,1.97,28,-,0.0,0,0.0,0,0
1296,0.0,Ženíšek Martin,,49,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,8.0,2 805,2.08,10,-,0.0,0,0.0,0,0
1297,0.0,Ženíšek Martin,Ing.,47,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,29.0,3 494,2.09,24,-,8.0,3 374,2.24,6,-
1298,0.0,Ženíšek Martin,Ing. arch.,44,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,20.0,2 934,2.17,17,-,0.0,0,0.0,0,0
1299,0.0,Ženíšek Martin,Ing.,55,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,7 023,2.12,12,-,41.0,10 134,2.07,28,-
1300,0.0,Ženíšek Martin,Ing.,55,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,7 023,2.12,12,-,11.0,10 577,2.16,11,*
1301,0.0,Ženíšek Martin,Ing.,55,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,31.0,6 970,2.11,21,-,41.0,10 134,2.07,28,-
1302,0.0,Ženíšek Martin,Ing.,55,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,31.0,6 970,2.11,21,-,11.0,10 577,2.16,11,*
1303,0.0,Ženíšek Martin,,56,Změna,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,7.0,1 865,2.11,-,-,0.0,0,0.0,0,0
1304,0.0,Ženíšek Martin,Mgr.,39,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,40.0,6 261,2.06,30,-,0.0,0,0.0,0,0
1305,0.0,Ženíšek Martin,,34,TOP 09,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,25.0,3 539,2.12,20,-,0.0,0,0.0,0,0
1306,0.0,Ženíšek Martin,,39,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,12.0,50,5.92,-,-,7.0,427,2.2,-,-
1307,0.0,Ženíšek Martin,,29,DSSS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,312,3.05,-,-,0.0,0,0.0,0,0
1308,0.0,Ženíšek Martin,Ing.,41,Svobodní,Svobodní,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,2.0,1 049,2.55,-,-,0.0,0,0.0,0,0
1309,0.0,Ženíšek Martin,Mgr.,37,Zelení,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,21.0,1 850,2.09,-,-,0.0,0,0.0,0,0
1310,0.0,Ženíšek Martin,Mgr.,37,Zelení,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,31.0,1 792,2.03,-,-,0.0,0,0.0,0,0
1311,0.0,Ženíšek Martin,,29,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,30.0,869,2.11,-,-,0.0,0,0.0,0,0
1312,0.0,Ženíšek Martin,,39,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,23.0,873,2.12,-,-,0.0,0,0.0,0,0
1313,0.0,Ženíšek Martin,,39,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,864,2.1,-,-,0.0,0,0.0,0,0
1314,0.0,Ženíšek Martin,Ing.,66,SPO,SPO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,2.0,156,6.61,-,-,0.0,0,0.0,0,0
1315,0.0,Ženíšek Martin,DiS.,32,VZ,VZ,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,21.0,1 097,2.04,-,-,0.0,0,0.0,0,0
1316,0.0,Ženíšek Martin,Ing.,69,KSČM,KSČM,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,26.0,3 301,2.15,21,-,0.0,0,0.0,0,0
1317,0.0,Ženíšek Martin,prof. RNDr. DSc.,49,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,7.0,2 655,2.53,1,-,0.0,0,0.0,0,0
1318,0.0,Ženíšek Martin,Bc.,33,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,21.0,6 519,2.15,11,-,0.0,0,0.0,0,0
1319,0.0,Ženíšek Martin,Ing.,25,PPPS,PPPS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,9.0,750,2.27,-,-,0.0,0,0.0,0,0
1320,0.0,Ženíšek Martin,,37,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,28.0,855,2.07,-,-,0.0,0,0.0,0,0
1321,0.0,Ženíšek Martin,Ing.,26,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,46.0,757,1.84,-,-,0.0,0,0.0,0,0
1322,0.0,Ženíšek Martin,Mgr.,70,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,25.0,2 932,2.17,21,-,0.0,0,0.0,0,0
1323,0.0,Ženíšek Martin,,37,KSČM,KSČM,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,6.0,3 410,2.23,1,-,18.0,2 661,2.14,15,-
1324,0.0,Ženíšek Martin,,37,KSČM,KSČM,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,18.0,3 340,2.18,13,-,18.0,2 661,2.14,15,-
1325,0.0,Ženíšek Martin,Ing.,56,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,23.0,2 145,2.05,20,-,0.0,0,0.0,0,0
1326,0.0,Ženíšek Martin,Ing.,36,PVP,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,16.0,1 033,2.04,-,-,0.0,0,0.0,0,0
1327,0.0,Ženíšek Martin,,49,PPPS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,41.0,611,1.85,-,-,0.0,0,0.0,0,0
1328,0.0,Ženíšek Martin,,49,PPPS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,34.0,653,1.98,-,-,0.0,0,0.0,0,0
1329,0.0,Ženíšek Martin,,28,PPPS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,5.0,779,2.36,-,-,0.0,0,0.0,0,0
1330,0.0,Ženíšek Martin,,28,PPPS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,36.0,636,1.93,-,-,0.0,0,0.0,0,0
1331,0.0,Ženíšek Martin,,28,PPPS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,660,2.0,-,-,0.0,0,0.0,0,0
1332,0.0,Ženíšek Martin,,45,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,40.0,3 250,1.94,35,-,0.0,0,0.0,0,0
1333,0.0,Ženíšek Martin,,45,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,2 982,1.78,39,-,0.0,0,0.0,0,0
1334,0.0,Ženíšek Martin,,32,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,30.0,62,3.06,-,-,0.0,0,0.0,0,0
1335,0.0,Ženíšek Martin,Bc.,39,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,35.0,861,2.09,-,-,0.0,0,0.0,0,0
1336,0.0,Ženíšek Martin,,32,PPPS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,42.0,607,1.84,-,-,0.0,0,0.0,0,0
1337,0.0,Ženíšek Martin,,48,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,15.0,957,2.09,-,-,0.0,0,0.0,0,0
1338,0.0,Ženíšek Martin,,48,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,41.0,843,1.84,-,-,0.0,0,0.0,0,0
1339,0.0,Ženíšek Martin,,48,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,814,1.77,-,-,0.0,0,0.0,0,0
1340,0.0,Ženíšek Martin,,25,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,45.0,6 110,1.88,35,-,0.0,0,0.0,0,0
1341,0.0,Ženíšek Martin,,55,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,20.0,60,2.96,-,-,0.0,0,0.0,0,0
1342,0.0,Ženíšek Martin,Ing.,52,PPPS,PPPS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,15.0,767,2.33,-,-,0.0,0,0.0,0,0
1343,0.0,Ženíšek Martin,Ing.,48,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,36.0,2 054,1.96,33,-,0.0,0,0.0,0,0
1344,0.0,Ženíšek Martin,Ing.,34,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,23.0,6 811,2.1,13,-,0.0,0,0.0,0,0
1345,0.0,Ženíšek Martin,Bc.,29,Svobodní,Svobodní,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,7.0,897,2.18,-,-,0.0,0,0.0,0,0
1346,0.0,Ženíšek Martin,,68,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,6.0,72,3.55,-,-,0.0,0,0.0,0,0
1347,0.0,Ženíšek Martin,,34,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,39.0,2 577,1.91,35,-,13.0,1 757,2.18,-,-
1348,0.0,Ženíšek Martin,DiS.,31,Úsvit,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,19.0,1 111,2.07,-,-,0.0,0,0.0,0,0
1349,0.0,Ženíšek Martin,,19,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,10.0,77,3.8,-,-,0.0,0,0.0,0,0
1350,0.0,Ženíšek Martin,,19,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,12.0,76,3.75,-,-,0.0,0,0.0,0,0
1351,0.0,Ženíšek Martin,,48,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,3.0,87,4.29,-,-,0.0,0,0.0,0,0
1352,0.0,Ženíšek Martin,,48,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,8.0,70,3.45,-,-,0.0,0,0.0,0,0
1353,0.0,Ženíšek Martin,Ing.,45,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,32.0,1 995,2.26,-,-,0.0,0,0.0,0,0
1354,0.0,Ženíšek Martin,Ing.,45,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,1 797,2.03,-,-,0.0,0,0.0,0,0
1355,0.0,Ženíšek Martin,Ing. arch.,41,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,5.0,2 607,2.95,-,-,0.0,0,0.0,0,0
1356,0.0,Ženíšek Martin,doc. MUDr. Ph.D.,62,TOP 09,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,35.0,3 579,2.14,30,-,0.0,0,0.0,0,0
1357,0.0,Ženíšek Martin,,35,DSSS,ND,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,8.0,336,3.28,-,-,0.0,0,0.0,0,0
1358,0.0,Ženíšek Martin,,43,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,12.0,6 900,2.13,2,-,36.0,10 101,2.07,23,-
1359,0.0,Ženíšek Martin,,53,KDU-ČSL,KČ,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,11.0,2 186,2.09,8,-,0.0,0,0.0,0,0
1360,0.0,Ženíšek Martin,,36,SPO,SPO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,7.0,99,4.19,-,-,0.0,0,0.0,0,0
1361,0.0,Ženíšek Martin,Mgr.,30,TOP 09,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,43.0,3 142,1.88,38,-,0.0,0,0.0,0,0
1362,0.0,Ženíšek Martin,Ing.,53,SPO,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,14.0,93,3.94,-,-,0.0,0,0.0,0,0
1363,0.0,Ženíšek Martin,Ing.,42,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,9.0,6 617,2.18,9,*,0.0,0,0.0,0,0
1364,0.0,Ženíšek Martin,,27,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,43.0,819,1.99,-,-,0.0,0,0.0,0,0
1365,0.0,Ženíšek Martin,doc. Ing. Ph.D.,49,PVP,PVP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,1.0,2 157,4.27,-,-,0.0,0,0.0,0,0
1366,0.0,Ženíšek Martin,prom.ped.,77,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,18.0,6 811,2.1,8,-,0.0,0,0.0,0,0
1367,0.0,Ženíšek Martin,RNDr.,56,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,2 987,2.21,18,-,0.0,0,0.0,0,0
1368,0.0,Ženíšek Martin,MUDr.,32,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,21.0,886,2.15,-,-,0.0,0,0.0,0,0
1369,0.0,Ženíšek Martin,,35,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,10.0,3 412,2.53,4,*,0.0,0,0.0,0,0
1370,0.0,Ženíšek Martin,,38,PPPS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,16.0,695,2.11,-,-,0.0,0,0.0,0,0
1371,0.0,Ženíšek Martin,Ing.,29,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,41.0,831,2.02,-,-,0.0,0,0.0,0,0
1372,0.0,Ženíšek Martin,Ing.,29,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,27.0,855,2.07,-,-,0.0,0,0.0,0,0
1373,0.0,Ženíšek Martin,Ing.,29,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,797,1.93,-,-,0.0,0,0.0,0,0
1374,0.0,Ženíšek Martin,Bc.,24,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,5.0,1 083,2.36,-,-,0.0,0,0.0,0,0
1375,0.0,Ženíšek Martin,Bc.,24,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,17.0,936,2.04,-,-,0.0,0,0.0,0,0
1376,0.0,Ženíšek Martin,RNDr.,60,KDU-ČSL,KDU-ČSL,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,46.0,1 743,1.66,43,-,0.0,0,0.0,0,0
1377,0.0,Ženíšek Martin,Bc.,28,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,37.0,3 330,1.99,32,-,0.0,0,0.0,0,0
1378,0.0,Ženíšek Martin,Mgr.,40,TOP 09,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,33.0,3 422,2.05,28,-,0.0,0,0.0,0,0
1379,0.0,Ženíšek Martin,Ing.,59,Úsvit,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,9.0,1 187,2.21,-,-,0.0,0,0.0,0,0
1380,0.0,Ženíšek Martin,Ing.,76,SPO,SPO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,9.0,90,3.81,-,-,0.0,0,0.0,0,0
1381,0.0,Ženíšek Martin,Ing.,33,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,42.0,3 235,1.94,37,-,0.0,0,0.0,0,0
1382,0.0,Ženíšek Martin,,60,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,5 973,1.97,34,-,0.0,0,0.0,0,0
1383,0.0,Ženíšek Martin,Ing.,34,Svobodní,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,29.0,864,2.1,-,-,0.0,0,0.0,0,0
1384,0.0,Ženíšek Martin,prof. MUDr. CSc.,56,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,9.0,3 388,2.51,1,-,0.0,0,0.0,0,0
1385,0.0,Ženíšek Martin,,30,PPPS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,38.0,633,1.92,-,-,0.0,0,0.0,0,0
1386,0.0,Ženíšek Martin,,30,PPPS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,43.0,603,1.83,-,-,0.0,0,0.0,0,0
1387,0.0,Ženíšek Martin,Mgr.,29,Svobodní,Svobodní,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,17.0,862,2.09,-,-,0.0,0,0.0,0,0
1388,0.0,Ženíšek Martin,,41,ANO,ANO,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,7.0,7 250,2.19,7,*,26.0,10 417,2.13,13,-
1389,0.0,Ženíšek Martin,PhDr.,34,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,4.0,3 924,2.35,4,*,0.0,0,0.0,0,0
1390,0.0,Ženíšek Martin,Ing.,76,PVP,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,21.0,1 085,2.14,-,-,0.0,0,0.0,0,0
1391,0.0,Ženíšek Martin,Mgr. et Mgr.,43,TOP 09,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,47.0,2 824,1.69,42,-,0.0,0,0.0,0,0
1392,0.0,Ženíšek Martin,,40,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,23.0,56,2.76,-,-,0.0,0,0.0,0,0
1393,0.0,Ženíšek Martin,,35,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,46.0,2 755,1.65,41,-,0.0,0,0.0,0,0
1394,0.0,Ženíšek Martin,Mgr.,59,PVP,PVP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,24.0,1 092,2.16,-,-,0.0,0,0.0,0,0
1395,0.0,Ženíšek Martin,,63,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,14.0,55,2.71,-,-,0.0,0,0.0,0,0
1396,0.0,Ženíšek Martin,,63,Republika,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,11.0,60,2.96,-,-,0.0,0,0.0,0,0
1397,0.0,Ženíšek Martin,,48,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,12.0,2 975,2.2,12,-,0.0,0,0.0,0,0
1398,0.0,Ženíšek Martin,,48,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,44.0,2 388,1.77,40,-,0.0,0,0.0,0,0
1399,0.0,Ženíšek Martin,,48,OPAT,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,6.0,2 810,2.08,8,-,0.0,0,0.0,0,0
1400,0.0,Ženíšek Martin,MUDr.,43,PVP,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,36.0,970,1.92,-,-,0.0,0,0.0,0,0
1401,0.0,Ženíšek Martin,MgA.,37,Zelení,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,12.0,1 848,2.09,-,-,0.0,0,0.0,0,0
